task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,anneal_ent,episodic_reward.mean,episodic_reward.count,reward.mean,charts/SPS
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,1024,False,0.8125,16,0.0068359375,1342
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,1024,False,1.7999999523162842,15,0.01171875,1430
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,1024,False,1,26,0.0126953125,1329
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,1024,False,0.06666667014360428,15,0.00048828125,1456
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,512,False,1.2857142686843872,14,0.0068359375,1227
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,512,False,0.1666666716337204,12,0,1200
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,512,False,0.125,16,0.00146484375,1191
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,512,False,0,9,0,1374
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,256,False,0.09090909361839294,22,0.00048828125,961
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,256,False,0,19,0.0009765625,992
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,256,False,0,2,0,1164
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,256,False,0.5454545617103577,22,0.00634765625,996
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,1024,True,0.3529411852359772,34,0.00634765625,1328
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,1024,True,0.2777777910232544,18,0.00146484375,1310
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,1024,True,0.5714285969734192,21,0.005859375,1334
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,1024,True,0.0714285746216774,14,0,1470
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,512,True,1.2857142686843872,28,0.0166015625,1187
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,512,True,0.800000011920929,15,0.00537109375,1198
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,512,True,0,17,0.001953125,1211
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,512,True,0,10,0,1335
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.003,256,True,1.8571428060531616,21,0.0166015625,985
Procgen:BossFight,{},128,0.001,64,2,0.99,0.003,256,True,0,15,0.0029296875,997
Procgen:BossFight,{},128,0.003,64,2,0.99,0.003,256,True,0.05000000074505806,20,0.00048828125,1005
Procgen:BossFight,{},128,0.01,64,2,0.99,0.003,256,True,0,9,0,1148
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,1024,False,0.42307692766189575,26,0.00439453125,2914
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,1024,False,0.22727273404598236,22,0.00048828125,2900
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,1024,False,0.3928571343421936,28,0.00341796875,2993
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,1024,False,0.20000000298023224,15,0.001953125,2930
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,512,False,0.2857142984867096,14,0.001953125,2378
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,512,False,0.3333333432674408,6,0.00146484375,2488
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,512,False,0.375,24,0.001953125,2418
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,512,False,0.5882353186607361,17,0.00537109375,2396
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,256,False,0.09090909361839294,11,0.00146484375,1898
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,256,False,0.2857142984867096,7,0.00146484375,1884
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,256,False,0.1764705926179886,17,0.0009765625,1883
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,256,False,0.3529411852359772,17,0.00244140625,1871
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,1024,True,0.08695652335882187,23,0.00146484375,3027
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,1024,True,0.30000001192092896,10,0.0029296875,2946
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,1024,True,0.1666666716337204,12,0.00146484375,2970
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,1024,True,0,11,0.0009765625,3019
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,512,True,0.6000000238418579,10,0.001953125,2464
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,512,True,0.20000000298023224,15,0.00146484375,2453
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,512,True,0.5,10,0.0009765625,2471
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,512,True,0.2222222238779068,9,0.00341796875,2497
Procgen:BigFish,{},128,0.0003,64,2,0.99,0.003,256,True,0.3333333432674408,9,0.00390625,1876
Procgen:BigFish,{},128,0.001,64,2,0.99,0.003,256,True,0.06666667014360428,15,0,1879
Procgen:BigFish,{},128,0.003,64,2,0.99,0.003,256,True,0,1,0.00146484375,1896
Procgen:BigFish,{},128,0.01,64,2,0.99,0.003,256,True,0.4000000059604645,10,0.0029296875,1859
Xor,{},128,0.0003,32,2,0.99,0.003,1024,False,1,2048,1,5421
Xor,{},128,0.001,32,2,0.99,0.003,1024,False,1,2048,1,5684
Xor,{},128,0.003,32,2,0.99,0.003,1024,False,0.74853515625,2048,0.74853515625,5304
Xor,{},128,0.01,32,2,0.99,0.003,1024,False,0.76123046875,2048,0.76123046875,5388
Xor,{},128,0.0003,32,2,0.99,0.003,512,False,1,2048,1,4159
Xor,{},128,0.001,32,2,0.99,0.003,512,False,1,2048,1,4051
Xor,{},128,0.003,32,2,0.99,0.003,512,False,1,2048,1,3944
Xor,{},128,0.01,32,2,0.99,0.003,512,False,0.49560546875,2048,0.49560546875,4096
Xor,{},128,0.0003,32,2,0.99,0.003,256,False,1,2048,1,2712
Xor,{},128,0.001,32,2,0.99,0.003,256,False,1,2048,1,2742
Xor,{},128,0.003,32,2,0.99,0.003,256,False,0.74267578125,2048,0.74267578125,2683
Xor,{},128,0.01,32,2,0.99,0.003,256,False,0.625,2048,0.625,2748
Xor,{},128,0.0003,32,2,0.99,0.003,1024,True,1,2048,1,5522
Xor,{},128,0.001,32,2,0.99,0.003,1024,True,1,2048,1,5454
Xor,{},128,0.003,32,2,0.99,0.003,1024,True,0.75634765625,2048,0.75634765625,5488
Xor,{},128,0.01,32,2,0.99,0.003,1024,True,0.35595703125,2048,0.35595703125,5557
Xor,{},128,0.0003,32,2,0.99,0.003,512,True,1,2048,1,4094
Xor,{},128,0.001,32,2,0.99,0.003,512,True,1,2048,1,4053
Xor,{},128,0.003,32,2,0.99,0.003,512,True,1,2048,1,4088
Xor,{},128,0.01,32,2,0.99,0.003,512,True,0.76025390625,2048,0.76025390625,4033
Xor,{},128,0.0003,32,2,0.99,0.003,256,True,1,2048,1,2670
Xor,{},128,0.001,32,2,0.99,0.003,256,True,1,2048,1,2695
Xor,{},128,0.003,32,2,0.99,0.003,256,True,0.62890625,2048,0.62890625,2746
Xor,{},128,0.01,32,2,0.99,0.003,256,True,0.51904296875,2048,0.51904296875,2725
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,1024,False,0.8461538553237915,26,0.013671875,1893
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,1024,False,3.75,20,0.02880859375,1944
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,1024,False,5.714285850524902,14,0.0380859375,1888
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,1024,False,1.470588207244873,17,0.013671875,1933
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,512,False,3,9,0.021484375,1565
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,512,False,4.142857074737549,14,0.03955078125,1551
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,512,False,5.1875,16,0.02783203125,1596
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,512,False,4.473684310913086,19,0.0283203125,1584
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,256,False,6.25,12,0.03759765625,1227
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,256,False,6.636363506317139,11,0.04248046875,1209
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,256,False,4.833333492279053,18,0.02685546875,1225
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,256,False,5.083333492279053,12,0.0390625,1217
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,1024,True,1.2999999523162842,20,0.015625,1907
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,1024,True,4.909090995788574,11,0.04296875,1905
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,1024,True,2.7857143878936768,14,0.04052734375,1857
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,1024,True,1.1538461446762085,13,0.0244140625,1902
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,512,True,2.7857143878936768,14,0.03662109375,1589
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,512,True,5.888888835906982,18,0.0478515625,1597
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,512,True,3.6875,16,0.03759765625,1619
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,512,True,2.454545497894287,22,0.02685546875,1585
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.003,256,True,3.6875,16,0.029296875,1200
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.003,256,True,4.5625,16,0.04150390625,1163
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.003,256,True,3.846153736114502,13,0.02197265625,1177
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.003,256,True,3.5,16,0.03125,1168
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,1024,False,1.0546875,2048,1.0546875,5270
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,1024,False,1.1396484375,2048,1.1396484375,5326
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,1024,False,1.1298828125,2048,1.1298828125,5197
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,1024,False,0.65234375,2048,0.65234375,5238
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,512,False,1.0078125,2048,1.0078125,4034
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,512,False,1.087890625,2048,1.087890625,3836
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,512,False,1.12109375,2048,1.12109375,3947
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,512,False,1.001953125,2048,1.001953125,3857
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,256,False,1.1103515625,2048,1.1103515625,2741
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,256,False,1.1435546875,2048,1.1435546875,2720
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,256,False,1.1103515625,2048,1.1103515625,2742
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,256,False,0.373046875,2048,0.373046875,2709
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,1024,True,1.0234375,2048,1.0234375,5130
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,1024,True,0.986328125,2048,0.986328125,5222
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,1024,True,1.08984375,2048,1.08984375,5241
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,1024,True,1.1591796875,2048,1.1591796875,5206
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,512,True,0.9912109375,2048,0.9912109375,3862
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,512,True,1.078125,2048,1.078125,3978
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,512,True,1.1455078125,2048,1.1455078125,3826
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,512,True,0.99609375,2048,0.99609375,3894
RockPaperScissors,{},128,0.0003,32,2,0.99,0.003,256,True,1.1123046875,2048,1.1123046875,2711
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,1024,False,2.25,12,0.01025390625,2127
RockPaperScissors,{},128,0.001,32,2,0.99,0.003,256,True,1.1044921875,2048,1.1044921875,2602
RockPaperScissors,{},128,0.003,32,2,0.99,0.003,256,True,1.05078125,2048,1.05078125,2726
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,1024,False,1.399999976158142,15,0.0126953125,2076
RockPaperScissors,{},128,0.01,32,2,0.99,0.003,256,True,0.60546875,2048,0.60546875,2729
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,1024,False,3.7142856121063232,7,0.0126953125,2155
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,1024,False,2.545454502105713,11,0.0107421875,2115
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,512,False,2.5999999046325684,10,0.013671875,1782
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,512,False,2.538461446762085,13,0.013671875,1798
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,512,False,2.142857074737549,7,0.01708984375,1769
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,512,False,1.615384578704834,13,0.013671875,1731
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,256,False,0.3333333432674408,9,0.0068359375,1353
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,256,False,3.0714285373687744,14,0.0146484375,1345
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,256,False,3.153846263885498,13,0.01171875,1356
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,256,False,2.5999999046325684,10,0.01513671875,1349
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,1024,True,4.642857074737549,14,0.01318359375,2097
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,1024,True,1.615384578704834,13,0.00927734375,2054
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,1024,True,1.1538461446762085,13,0.013671875,2106
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,1024,True,1.375,16,0.0146484375,2061
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,512,True,1,11,0.00439453125,1809
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,512,True,1.7777777910232544,9,0.00341796875,1797
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,512,True,2.25,12,0.01171875,1786
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,512,True,2.700000047683716,10,0.0126953125,1731
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.003,256,True,1.9047619104385376,21,0.00927734375,1341
Procgen:Plunder,{},128,0.001,32,2,0.99,0.003,256,True,3,8,0.01171875,1333
Procgen:Plunder,{},128,0.003,32,2,0.99,0.003,256,True,1.909090876579285,11,0.01171875,1348
Procgen:Plunder,{},128,0.01,32,2,0.99,0.003,256,True,1.8461538553237915,13,0.01171875,1341
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,1024,False,0.6454986333847046,484,0.15254949033260343,3824
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,1024,False,0.6395766735076904,488,0.15239913761615753,3891
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,1024,False,0.7382063269615173,430,0.15499450266361237,3936
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,1024,False,0.6326407790184021,502,0.15507113933563232,3881
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,512,False,0.6309768557548523,503,0.15497137606143951,3186
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,512,False,0.7753316760063171,418,0.15824639797210693,3220
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,512,False,0.9631701707839966,339,0.15943101048469543,3123
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,512,False,0.6445208191871643,481,0.15137425065040588,3090
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,256,False,0.9129012227058412,359,0.16002517938613892,2136
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,256,False,0.7788021564483643,424,0.16123640537261963,2078
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,256,False,0.9140923619270324,355,0.15844862163066864,2131
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,256,False,0.6241902112960815,494,0.15056151151657104,2117
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,1024,True,0.6325714588165283,497,0.15350978076457977,3868
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,1024,True,0.760734498500824,427,0.15861016511917114,3820
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,1024,True,0.7680618762969971,423,0.15863779187202454,3769
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,1024,True,0.7676758170127869,427,0.1600574105978012,3777
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,512,True,0.6532934308052063,485,0.15471060574054718,3114
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,512,True,0.7779319286346436,421,0.15991666913032532,3035
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,512,True,0.932516634464264,341,0.1552676558494568,3084
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,512,True,0.5872093439102173,566,0.16228540241718292,3255
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.003,256,True,0.6199116110801697,510,0.15437252819538116,2155
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.003,256,True,0.9107669591903688,354,0.15742750465869904,2093
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.003,256,True,0.8519696593284607,384,0.15974430739879608,2108
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.003,256,True,0.3500860333442688,876,0.14974384009838104,2083
NotHotdog,{},128,0.001,32,2,0.99,0.003,1024,False,1,2048,1,4753
NotHotdog,{},128,0.0003,32,2,0.99,0.003,1024,False,1,2048,1,4835
NotHotdog,{},128,0.003,32,2,0.99,0.003,1024,False,1,2048,1,4708
NotHotdog,{},128,0.01,32,2,0.99,0.003,1024,False,1,2048,1,4874
NotHotdog,{},128,0.0003,32,2,0.99,0.003,512,False,1,2048,1,3687
NotHotdog,{},128,0.001,32,2,0.99,0.003,512,False,1,2048,1,3667
NotHotdog,{},128,0.003,32,2,0.99,0.003,512,False,1,2048,1,3759
NotHotdog,{},128,0.01,32,2,0.99,0.003,512,False,0.75830078125,2048,0.75830078125,3692
NotHotdog,{},128,0.0003,32,2,0.99,0.003,256,False,1,2048,1,2529
NotHotdog,{},128,0.001,32,2,0.99,0.003,256,False,1,2048,1,2510
NotHotdog,{},128,0.003,32,2,0.99,0.003,256,False,1,2048,1,2529
NotHotdog,{},128,0.01,32,2,0.99,0.003,256,False,0.5146484375,2048,0.5146484375,2540
NotHotdog,{},128,0.0003,32,2,0.99,0.003,1024,True,1,2048,1,4828
NotHotdog,{},128,0.001,32,2,0.99,0.003,1024,True,1,2048,1,4800
NotHotdog,{},128,0.003,32,2,0.99,0.003,1024,True,1,2048,1,4868
NotHotdog,{},128,0.01,32,2,0.99,0.003,1024,True,0.49658203125,2048,0.49658203125,4848
NotHotdog,{},128,0.0003,32,2,0.99,0.003,512,True,1,2048,1,3783
NotHotdog,{},128,0.001,32,2,0.99,0.003,512,True,1,2048,1,3737
NotHotdog,{},128,0.003,32,2,0.99,0.003,512,True,1,2048,1,3736
NotHotdog,{},128,0.01,32,2,0.99,0.003,512,True,1,2048,1,3751
NotHotdog,{},128,0.0003,32,2,0.99,0.003,256,True,1,2048,1,2406
NotHotdog,{},128,0.001,32,2,0.99,0.003,256,True,1,2048,1,2513
NotHotdog,{},128,0.003,32,2,0.99,0.003,256,True,1,2048,1,2518
NotHotdog,{},128,0.01,32,2,0.99,0.003,256,True,0.47998046875,2048,0.47998046875,2509
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,1024,False,0.08973684161901474,190,0.00844726525247097,3695
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,1024,False,0.22687502205371857,80,0.00830078125,3656
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,1024,False,0.5109756588935852,41,0.010058593936264517,3565
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,1024,False,0.8916667699813843,24,0.009814453311264517,3626
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,512,False,0.11503268033266068,153,0.008544921875,2711
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,512,False,0.4616279602050781,43,0.00949707068502903,2721
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,512,False,0.6878789067268372,33,0.00947265513241291,2721
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,512,False,0.9294118881225586,17,0.009277342818677424,2678
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,256,False,0.14203540980815887,113,0.00795898400247097,1799
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,256,False,0.6161291003227234,31,0.008959961123764515,1738
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,256,False,0.5683333873748779,30,0.009765625931322576,1764
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,256,False,0.49814820289611816,54,0.010620118118822576,1829
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,1024,True,0.10040322691202164,124,0.007080078125,3654
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,1024,True,0.21521741151809692,69,0.006201171316206455,3677
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,1024,True,0.3728571832180023,35,0.010400391183793545,3661
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,1024,True,0.7586207985877991,29,0.01018066518008709,3664
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,512,True,0.13007518649101257,133,0.007495117373764515,2720
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,512,True,0.36140355467796326,57,0.01005859486758709,2699
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,512,True,0.5064103007316589,39,0.00996093824505806,2677
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,512,True,0.8833334445953369,18,0.00944824330508709,2668
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,256,True,0.1390070915222168,141,0.009497069753706455,1804
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,256,True,0.4394737482070923,38,0.010668945498764517,1742
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,256,True,0.3809524178504944,21,0.009765625,1801
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,256,True,0.922222375869751,18,0.009985352866351604,1825
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,1024,False,0.8062500953674316,32,0.010986328125,3805
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,1024,False,0.961538553237915,26,0.01191406324505806,3837
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,1024,False,0.9783784747123718,37,0.013916014693677424,3822
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,1024,False,0.9857143759727478,21,0.013671875,3801
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,512,False,0.9400001168251038,30,0.01054687425494194,2740
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,512,False,0.9862070083618164,29,0.012744140811264517,2847
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,512,False,1.0000001192092896,27,0.013427734375,2778
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,512,False,0.8514286875724792,35,0.014257811941206455,2837
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,256,False,0.7065218091011047,46,0.01386718824505806,1803
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,256,False,0.98888897895813,27,0.01352539099752903,1814
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,256,False,0.9700000882148744,30,0.014013671316206455,1815
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,256,False,0.005319149233400822,376,0.0009765626164153218,1866
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,1024,True,0.7842106223106384,19,0.010009765625,3747
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,1024,True,0.954545557498932,33,0.012695313431322576,3685
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.003,1024,True,0.9733334183692932,30,0.01235351525247097,3735
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.003,512,True,0.8600000739097595,25,0.01040039025247097,2673
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,32,2,0.99,0.003,1024,True,0.98888897895813,27,0.01411132887005806,3775
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.003,512,True,0.9961539506912231,26,0.01347656361758709,2768
