task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,anneal_ent,episodic_reward.mean,episodic_reward.count,reward.mean,charts/SPS
Procgen:BossFight,{},256,0.001,32,2,0.99,0.01,1024,True,0.1111111119389534,45,0.000732421875,1540
Procgen:BossFight,{},256,0.01,32,2,0.99,0.01,1024,True,0.1111111119389534,54,0.001220703125,1602
Procgen:BossFight,{},256,0.0003,32,2,0.99,0.01,512,True,0.6428571343421936,42,0.00634765625,1321
Procgen:BossFight,{},256,0.001,32,2,0.99,0.01,512,True,0.3846153914928436,39,0.005859375,1359
Procgen:BossFight,{},256,0.003,32,2,0.99,0.01,512,True,0.1860465109348297,43,0.003173828125,1354
Procgen:BossFight,{},256,0.01,32,2,0.99,0.01,512,True,0.2678571343421936,56,0.0048828125,1370
Procgen:BossFight,{},256,0.0003,32,2,0.99,0.01,256,True,0.08571428805589676,35,0.00048828125,1139
Procgen:BossFight,{},256,0.001,32,2,0.99,0.01,256,True,0.39024388790130615,41,0.003173828125,1120
Procgen:BossFight,{},256,0.003,32,2,0.99,0.01,256,True,1.1463414430618286,41,0.01123046875,1149
Procgen:BossFight,{},256,0.01,32,2,0.99,0.01,256,True,0.3695652186870575,46,0.003662109375,1131
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,1024,False,0.1315789520740509,38,0.00244140625,3731
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,1024,False,0.3469387888908386,49,0.00244140625,3633
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,1024,False,0.23255814611911776,43,0.00146484375,3742
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,1024,False,1.1666666269302368,42,0.01123046875,3606
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,512,False,0.1627907007932663,43,0.001708984375,3003
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,512,False,0.1818181872367859,44,0.001220703125,3075
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,512,False,0.13513512909412384,37,0.001953125,2996
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,512,False,0.4399999976158142,25,0.001220703125,3004
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,256,False,0.1111111119389534,27,0.00244140625,2215
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,256,False,0.2142857164144516,14,0.001953125,2257
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,256,False,0.23529411852359772,34,0.002685546875,2193
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,256,False,1.097561001777649,41,0.011474609375,2190
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,1024,True,0.21212121844291687,33,0.0029296875,3800
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,1024,True,0.2647058963775635,34,0.001953125,3825
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,1024,True,0.25925925374031067,27,0.001708984375,3865
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,1024,True,0.3499999940395355,40,0.00341796875,3818
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,512,True,0.1818181872367859,22,0.001708984375,3118
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,512,True,0.5517241358757019,29,0.0029296875,3104
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,512,True,0.23529411852359772,34,0.001708984375,3079
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,512,True,0.2857142984867096,35,0.001953125,2993
Procgen:BigFish,{},256,0.0003,32,2,0.99,0.01,256,True,0.2916666567325592,24,0.002197265625,2137
Procgen:BigFish,{},256,0.001,32,2,0.99,0.01,256,True,0.25,20,0.00048828125,2132
Procgen:BigFish,{},256,0.003,32,2,0.99,0.01,256,True,0.0882352963089943,34,0.003662109375,2234
Procgen:BigFish,{},256,0.01,32,2,0.99,0.01,256,True,0.4285714328289032,7,0.0009765625,2221
Xor,{},256,0.0003,16,2,0.99,0.01,1024,False,1,4096,1,7453
Xor,{},256,0.001,16,2,0.99,0.01,1024,False,1,4096,1,7449
Xor,{},256,0.003,16,2,0.99,0.01,1024,False,1,4096,1,7385
Xor,{},256,0.01,16,2,0.99,0.01,1024,False,0.7451171875,4096,0.7451171875,7494
Xor,{},256,0.0003,16,2,0.99,0.01,512,False,1,4096,1,5170
Xor,{},256,0.001,16,2,0.99,0.01,512,False,0.87109375,4096,0.87109375,5010
Xor,{},256,0.003,16,2,0.99,0.01,512,False,0.88623046875,4096,0.88623046875,5104
Xor,{},256,0.0003,16,2,0.99,0.01,256,False,1,4096,1,3190
Xor,{},256,0.01,16,2,0.99,0.01,512,False,0.506591796875,4096,0.506591796875,5057
Xor,{},256,0.001,16,2,0.99,0.01,256,False,1,4096,1,3097
Xor,{},256,0.003,16,2,0.99,0.01,256,False,0.642333984375,4096,0.642333984375,3145
Xor,{},256,0.0003,16,2,0.99,0.01,1024,True,1,4096,1,7414
Xor,{},256,0.01,16,2,0.99,0.01,256,False,0.876220703125,4096,0.876220703125,3059
Xor,{},256,0.001,16,2,0.99,0.01,1024,True,1,4096,1,7415
Xor,{},256,0.003,16,2,0.99,0.01,1024,True,0.758056640625,4096,0.758056640625,7238
Xor,{},256,0.01,16,2,0.99,0.01,1024,True,1,4096,1,7633
Xor,{},256,0.0003,16,2,0.99,0.01,512,True,1,4096,1,4959
Xor,{},256,0.001,16,2,0.99,0.01,512,True,0.8662109375,4096,0.8662109375,5058
Xor,{},256,0.003,16,2,0.99,0.01,512,True,0.8740234375,4096,0.8740234375,5100
Xor,{},256,0.01,16,2,0.99,0.01,512,True,0.755615234375,4096,0.755615234375,5193
Xor,{},256,0.0003,16,2,0.99,0.01,256,True,0.8759765625,4096,0.8759765625,3119
Xor,{},256,0.001,16,2,0.99,0.01,256,True,1,4096,1,3169
Xor,{},256,0.003,16,2,0.99,0.01,256,True,0.75048828125,4096,0.75048828125,3171
Xor,{},256,0.01,16,2,0.99,0.01,256,True,0.488037109375,4096,0.488037109375,3197
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,1024,False,1.288888931274414,45,0.01708984375,2494
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,1024,False,3.307692289352417,26,0.037353515625,2515
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,1024,False,5.676470756530762,34,0.032958984375,2483
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,1024,False,5.3684210777282715,38,0.03515625,2426
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,512,False,2.90625,32,0.0263671875,1955
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,512,False,4.846153736114502,26,0.033203125,1967
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,512,False,6,26,0.045654296875,1965
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,512,False,3.4285714626312256,35,0.0322265625,1954
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,256,False,2.972972869873047,37,0.0234375,1403
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,256,False,4.269230842590332,26,0.0400390625,1395
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,256,False,4.4285712242126465,42,0.039306640625,1395
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,256,False,4.236842155456543,38,0.033203125,1414
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,1024,True,1.4736841917037964,38,0.01708984375,2525
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,1024,True,6.285714149475098,35,0.046630859375,2420
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,1024,True,3.5,40,0.03271484375,2443
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,1024,True,3.6666667461395264,45,0.03466796875,2452
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,512,True,3.1764705181121826,34,0.025146484375,1946
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,512,True,4.432432651519775,37,0.042724609375,1899
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,512,True,5.925000190734863,40,0.04052734375,1969
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,512,True,3.2291667461395264,48,0.0390625,2022
Procgen:StarPilot,{},256,0.0003,16,2,0.99,0.01,256,True,4.02439022064209,41,0.02734375,1455
Procgen:StarPilot,{},256,0.001,16,2,0.99,0.01,256,True,6.066666603088379,30,0.042724609375,1407
Procgen:StarPilot,{},256,0.003,16,2,0.99,0.01,256,True,3.971428632736206,35,0.034423828125,1382
Procgen:StarPilot,{},256,0.01,16,2,0.99,0.01,256,True,3.404761791229248,42,0.03564453125,1396
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,1024,False,0.9755859375,4096,0.9755859375,6646
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,1024,False,1.12158203125,4096,1.12158203125,6824
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,1024,False,1.138671875,4096,1.138671875,6924
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,512,False,1.1103515625,4096,1.1103515625,5002
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,1024,False,1.14599609375,4096,1.14599609375,6755
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,512,False,1.11865234375,4096,1.11865234375,4937
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,512,False,1.1318359375,4096,1.1318359375,4951
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,512,False,1.1259765625,4096,1.1259765625,4915
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,256,False,1.1103515625,4096,1.1103515625,3037
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,256,False,1.14404296875,4096,1.14404296875,3144
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,256,False,1.103515625,4096,1.103515625,3059
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,256,False,0.974609375,4096,0.974609375,3187
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,1024,True,1.0185546875,4096,1.0185546875,6784
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,1024,True,1.11865234375,4096,1.11865234375,6923
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,1024,True,1.13916015625,4096,1.13916015625,6900
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,1024,True,1.1357421875,4096,1.1357421875,6782
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,512,True,1.12109375,4096,1.12109375,4948
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,512,True,1.10498046875,4096,1.10498046875,4942
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,512,True,1.1181640625,4096,1.1181640625,4911
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,512,True,1.12158203125,4096,1.12158203125,4994
RockPaperScissors,{},256,0.0003,16,2,0.99,0.01,256,True,1.1240234375,4096,1.1240234375,3001
RockPaperScissors,{},256,0.001,16,2,0.99,0.01,256,True,1.13623046875,4096,1.13623046875,3225
RockPaperScissors,{},256,0.003,16,2,0.99,0.01,256,True,1.12744140625,4096,1.12744140625,3129
RockPaperScissors,{},256,0.01,16,2,0.99,0.01,256,True,0.59326171875,4096,0.59326171875,3179
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,1024,False,2.944444417953491,18,0.012939453125,2725
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,1024,False,2.529411792755127,17,0.0146484375,2706
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,1024,False,2.2083332538604736,24,0.011962890625,2686
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,1024,False,2.3478260040283203,23,0.01513671875,2721
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,512,False,2.6818182468414307,22,0.01416015625,2193
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,512,False,2.5217392444610596,23,0.010498046875,2222
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,512,False,2.6086957454681396,23,0.0146484375,2192
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,512,False,2.1764705181121826,17,0.0146484375,2228
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,256,False,2.4000000953674316,15,0.01416015625,1590
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,256,False,3,13,0.01220703125,1573
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,256,False,3.454545497894287,11,0.016357421875,1616
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,256,False,3.4000000953674316,20,0.01171875,1561
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,1024,True,1.4285714626312256,28,0.013427734375,2634
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,1024,True,3.640000104904175,25,0.009033203125,2585
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,1024,True,2,17,0.011474609375,2629
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,512,False,0.8558003306388855,762,0.15920895338058472,4201
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,1024,True,1.941176414489746,34,0.01318359375,2664
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,512,True,2.095238208770752,21,0.013916015625,2168
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,512,True,2.6315789222717285,19,0.01513671875,2188
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,512,True,2.3809523582458496,21,0.014404296875,2180
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,512,True,1.9642857313156128,28,0.011474609375,2142
Procgen:Plunder,{},256,0.0003,16,2,0.99,0.01,256,True,3.2173912525177,23,0.011474609375,1544
Procgen:Plunder,{},256,0.001,16,2,0.99,0.01,256,True,1.8333333730697632,30,0.0126953125,1544
Procgen:Plunder,{},256,0.01,16,2,0.99,0.01,256,True,2.2272727489471436,22,0.012451171875,1579
Procgen:Plunder,{},256,0.003,16,2,0.99,0.01,256,True,2.809523820877075,21,0.011962890625,1566
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,1024,False,0.6183002591133118,1032,0.15578269958496094,5157
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,1024,False,0.6575560569763184,986,0.1582886278629303,5055
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,1024,False,0.917015254497528,732,0.16388066112995148,5221
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,1024,False,0.6636744141578674,964,0.15619681775569916,5074
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,512,False,0.6440697312355042,982,0.15441319346427915,3744
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,512,False,0.7715574502944946,850,0.16011324524879456,4054
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,512,False,0.9120306372642516,702,0.15630994737148285,3791
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,256,False,0.6720273494720459,990,0.16242848336696625,2388
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,256,False,0.9023337364196776,743,0.16368018090724945,2441
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,256,False,0.9602751135826112,698,0.16364064812660217,2434
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,256,False,0.8550084233283997,759,0.1584353893995285,2442
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,1024,True,0.649355947971344,991,0.15710733830928802,4949
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,1024,True,0.9623187780380248,693,0.1628141701221466,5177
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,1024,True,0.6457804441452026,986,0.15545397996902466,5058
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,1024,True,0.7666420340538025,846,0.15834452211856842,4908
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,512,True,0.6365849375724792,972,0.15106457471847534,3715
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,512,True,0.854948878288269,753,0.15717199444770813,3722
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,512,True,0.8514444828033447,766,0.1592300981283188,3769
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,512,True,0.86525559425354,761,0.16075670719146729,3660
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.0003,16,2,0.99,0.01,256,True,0.6634196043014526,968,0.15678469836711884,2457
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.001,16,2,0.99,0.01,256,True,0.8353903889656067,757,0.15439221262931824,2488
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.003,16,2,0.99,0.01,256,True,0.9642611742019652,711,0.16738030314445496,2524
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",256,0.01,16,2,0.99,0.01,256,True,0.2759433686733246,1968,0.1325821727514267,2464
NotHotdog,{},256,0.0003,16,2,0.99,0.01,1024,False,1,4096,1,6459
NotHotdog,{},256,0.001,16,2,0.99,0.01,1024,False,1,4096,1,6549
NotHotdog,{},256,0.003,16,2,0.99,0.01,1024,False,1,4096,1,6397
NotHotdog,{},256,0.01,16,2,0.99,0.01,1024,False,0.7392578125,4096,0.7392578125,6414
NotHotdog,{},256,0.0003,16,2,0.99,0.01,512,False,1,4096,1,4713
NotHotdog,{},256,0.001,16,2,0.99,0.01,512,False,1,4096,1,4666
NotHotdog,{},256,0.003,16,2,0.99,0.01,512,False,1,4096,1,4578
NotHotdog,{},256,0.01,16,2,0.99,0.01,512,False,1,4096,1,4566
NotHotdog,{},256,0.0003,16,2,0.99,0.01,256,False,1,4096,1,2969
NotHotdog,{},256,0.001,16,2,0.99,0.01,256,False,1,4096,1,2893
NotHotdog,{},256,0.003,16,2,0.99,0.01,256,False,1,4096,1,2939
NotHotdog,{},256,0.01,16,2,0.99,0.01,256,False,0.49951171875,4096,0.49951171875,2854
NotHotdog,{},256,0.0003,16,2,0.99,0.01,1024,True,1,4096,1,6475
NotHotdog,{},256,0.001,16,2,0.99,0.01,1024,True,1,4096,1,6501
NotHotdog,{},256,0.01,16,2,0.99,0.01,1024,True,1,4096,1,6393
NotHotdog,{},256,0.003,16,2,0.99,0.01,1024,True,1,4096,1,6424
NotHotdog,{},256,0.0003,16,2,0.99,0.01,512,True,1,4096,1,4604
NotHotdog,{},256,0.003,16,2,0.99,0.01,512,True,1,4096,1,4675
NotHotdog,{},256,0.001,16,2,0.99,0.01,512,True,1,4096,1,4788
NotHotdog,{},256,0.01,16,2,0.99,0.01,512,True,1,4096,1,4614
NotHotdog,{},256,0.001,16,2,0.99,0.01,256,True,1,4096,1,2903
NotHotdog,{},256,0.0003,16,2,0.99,0.01,256,True,1,4096,1,2810
NotHotdog,{},256,0.003,16,2,0.99,0.01,256,True,1,4096,1,3015
NotHotdog,{},256,0.01,16,2,0.99,0.01,256,True,0.48779296875,4096,0.48779296875,2932
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,1024,False,0.17806123197078705,196,0.00833740271627903,5094
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,1024,False,0.022413793951272964,174,0.0009033202659338712,5024
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,1024,False,0.4789474308490753,76,0.010095215402543545,4771
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,1024,False,0.7609091997146606,55,0.00942382961511612,4817
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,512,False,0.1985782086849213,211,0.0107421875,3401
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,512,False,0.06646525859832764,331,0.005114746280014515,3455
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,512,False,0.6279221773147583,77,0.00864257849752903,3370
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,512,False,0.76097571849823,41,0.00926513597369194,3351
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,256,False,0.10072727501392365,275,0.007006836123764515,2096
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,256,False,0.4170103669166565,97,0.01070556603372097,2094
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,1024,True,0.06048387289047241,248,0.003454589983448386,5000
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,256,False,0.624603271484375,63,0.009033202193677424,2071
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,256,False,0.8229167461395264,48,0.009326172061264517,2034
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,1024,True,0.21964287757873535,140,0.00819091871380806,4832
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,1024,True,0.4852941632270813,85,0.01074218936264515,4815
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,1024,True,0.5731344223022461,67,0.008447266183793545,4772
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,512,True,0.04264706000685692,204,0.002087402157485485,3461
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,512,True,0.5121622085571289,74,0.008923339657485485,3366
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,512,True,0.38863641023635864,110,0.00989990308880806,3432
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,512,True,0.829245388507843,53,0.00914306566119194,3304
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,256,True,0.0765957459807396,235,0.00520019605755806,2113
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,256,True,0.6587302684783936,63,0.00936279259622097,2122
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,256,True,0.439325898885727,89,0.011083983816206455,2101
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,256,True,0.7723405361175537,47,0.00927734375,2080
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,1024,False,0.9972974061965942,74,0.0135498046875,5482
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,512,False,0.433076947927475,130,0.0126953125,3515
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,512,False,0.9761905670166016,63,0.013671875931322576,3422
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,512,False,0.9706897735595704,58,0.01357421837747097,3511
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,512,False,0.99137943983078,58,0.01435546949505806,3384
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,256,False,0.4693069458007813,101,0.01188964769244194,2181
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,256,False,0.9823530316352844,51,0.012744138948619366,2152
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,256,False,0.9808511734008788,47,0.013964843936264517,2125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,256,False,0.9561404585838318,57,0.01416015811264515,2234
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,1024,True,0.2231343388557434,134,0.0069335936568677425,5154
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,1024,True,0.874468207359314,47,0.011303710751235483,5029
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,1024,True,0.987096905708313,62,0.013867187313735483,5041
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,1024,True,0.9830770492553712,65,0.01308593712747097,5009
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,512,True,0.5079545974731445,88,0.00983886606991291,3514
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,512,True,0.9370371699333192,54,0.013549805618822576,3234
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,512,True,0.9666667580604552,63,0.01337890513241291,3496
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,512,True,0.9863637685775756,66,0.01406250149011612,3440
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.0003,16,2,0.99,0.01,256,True,0.447115421295166,104,0.01303710974752903,2164
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.003,16,2,0.99,0.01,256,True,0.990909218788147,66,0.013305664993822576,2158
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.01,16,2,0.99,0.01,256,True,0.976923167705536,65,0.01352539099752903,2174
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",256,0.001,16,2,0.99,0.01,256,True,0.9932204484939576,59,0.013745117001235483,2210
MultiArmedBandit,{},256,0.0003,16,2,0.99,0.01,1024,False,1,256,0.03125,9328
MultiArmedBandit,{},256,0.003,16,2,0.99,0.01,1024,False,1,256,0.03125,9633
MultiArmedBandit,{},256,0.001,16,2,0.99,0.01,1024,False,1,256,0.03125,9472
MultiArmedBandit,{},256,0.001,16,2,0.99,0.01,512,False,1,256,0.03125,5939
MultiArmedBandit,{},256,0.003,16,2,0.99,0.01,512,False,1,256,0.03125,6027
MultiArmedBandit,{},256,0.01,16,2,0.99,0.01,1024,False,1,256,0.03125,9565
MultiArmedBandit,{},256,0.0003,16,2,0.99,0.01,512,False,1,256,0.03125,6048
MultiArmedBandit,{},256,0.01,16,2,0.99,0.01,512,False,1,256,0.03125,6060
