task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,episodic_reward.mean,episodic_reward.count,reward.mean
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.1,512,0.7269231677055359,26,0.007958984933793545
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.1,2048,0.95068359375,128,0.030029296875
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.1,512,0.998046875,128,0.03125
MoveToOrigin,{},128,0.0003,128,2,0.99,0.1,2048,0.9781494736671448,128,0.0033713907469063997
MoveToOrigin,{},128,0.0003,128,2,0.99,0.1,512,0.96904855966568,128,0.003926713019609451
MoveToOrigin,{},128,0.0003,32,2,0.99,0.1,2048,0.9454658031463624,128,0.004714504349976778
MoveToOrigin,{},128,0.0003,32,2,0.99,0.1,512,0.9637139439582824,128,0.006740798708051443
MoveToOrigin,{},128,0.0003,8,2,0.99,0.1,2048,0.7604466676712036,128,-0.0027219895273447037
MoveToOrigin,{},128,0.0003,8,2,0.99,0.1,512,0.7946251630783081,128,-0.004999333061277866
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.1,2048,0.75,32,0.01171875
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.1,512,0.8571428656578064,35,0.0146484375
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.1,2048,0,11,0
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.1,512,0.25,12,0.00146484375
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.1,2048,0,10,0
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.1,512,0,11,0
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.1,2048,3.103448390960694,29,0.0439453125
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.1,512,2.0833332538604736,24,0.0244140625
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.1,2048,1.481481432914734,27,0.01953125
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.1,512,1.9354838132858276,31,0.029296875
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.1,2048,1.25,24,0.0146484375
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.1,512,1.2000000476837158,25,0.0146484375
FloorIsLava,{},128,0.0003,128,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.0003,128,2,0.99,0.1,512,1,2048,1
FloorIsLava,{},128,0.0003,32,2,0.99,0.1,2048,0.6796875,2048,0.6796875
FloorIsLava,{},128,0.0003,32,2,0.99,0.1,512,1,2048,1
FloorIsLava,{},128,0.0003,8,2,0.99,0.1,2048,0.1259765625,2048,0.1259765625
FloorIsLava,{},128,0.0003,8,2,0.99,0.1,512,0.931640625,2048,0.931640625
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.1,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.1,2048,0.9908885955810548,128,0.061930518597364426
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.1,512,0.9871317744255066,128,0.06169573590159416
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.1,2048,0.9710398316383362,128,0.060690008103847504
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.1,512,0.9640578031539916,128,0.06025360524654389
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.1,2048,0.798454999923706,128,0.04990341514348984
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.1,512,0.9663870334625244,128,0.06039918214082718
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.1,2048,0.02500000037252903,40,0.00048828125
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.1,512,0.03030303120613098,33,0.00048828125
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.1,2048,0.5199999809265137,25,0.00634765625
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.1,512,0.31578946113586426,38,0.00634765625
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.1,2048,0.36666667461395264,30,0.00634765625
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.1,512,0.4571428596973419,35,0.00634765625
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.1,2048,0.22727273404598236,22,0.0009765625
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.1,512,0.20000000298023224,15,0.00048828125
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.1,2048,0.2857142984867096,14,0.00146484375
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.1,512,0.13333334028720856,15,0.0029296875
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.1,2048,0.20000000298023224,20,0.001953125
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.1,512,0.0625,16,0.00048828125
Xor,{},128,0.0003,128,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.0003,128,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.0003,32,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.0003,32,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.0003,8,2,0.99,0.3,2048,0.49365234375,2048,0.49365234375
Xor,{},128,0.0003,8,2,0.99,0.3,512,0.498046875,2048,0.498046875
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.3,2048,1.423076868057251,26,0.01123046875
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.3,512,1.6470588445663452,17,0.02783203125
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.3,2048,1.1034482717514038,29,0.01123046875
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.3,512,1.6538461446762085,26,0.01171875
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.3,2048,0.7037037014961243,27,0.0068359375
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.3,512,0.875,16,0.0146484375
RockPaperScissors,{},128,0.0003,128,2,0.99,0.3,2048,0.986328125,2048,0.986328125
RockPaperScissors,{},128,0.0003,128,2,0.99,0.3,512,1.0029296875,2048,1.0029296875
RockPaperScissors,{},128,0.0003,32,2,0.99,0.3,2048,0.9326171875,2048,0.9326171875
RockPaperScissors,{},128,0.0003,32,2,0.99,0.3,512,1.0078125,2048,1.0078125
RockPaperScissors,{},128,0.0003,8,2,0.99,0.3,2048,0.984375,2048,0.984375
RockPaperScissors,{},128,0.0003,8,2,0.99,0.3,512,0.9873046875,2048,0.9873046875
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.3,2048,0,1,0.01220703125
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.3,512,3.25,12,0.0078125
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.3,2048,3,7,0.0107421875
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.3,512,2.25,4,0.0126953125
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.3,2048,3,4,0.0078125
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.3,512,2,3,0.00927734375
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.3,2048,0.9413923025131226,350,0.16088245809078217
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.3,512,0.994620144367218,341,0.16560815274715424
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.3,2048,0.7402431964874268,434,0.15686796605587006
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.3,512,0.8974999189376831,363,0.15907834470272064
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.3,2048,0.30308663845062256,928,0.1373361349105835
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.3,512,0.7290730476379395,446,0.15877273678779602
NotHotdog,{},128,0.0003,128,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.0003,128,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.3,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.3,2048,0.043103449046611786,145,0.0031738276593387127
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.3,512,0.11962025612592696,79,0.005322265438735485
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.3,2048,0.035396039485931396,202,0.0035400392953306437
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.3,512,0.053496506065130234,143,0.003637695452198386
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.3,2048,0.007881773635745049,203,0.0008789062849245965
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.3,512,0.02700892835855484,224,0.0031494139693677425
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.3,2048,0.3400000035762787,30,0.005810546688735485
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.3,512,0.8882353901863098,17,0.00874023325741291
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.3,2048,0.19268293678760529,41,0.0026855473406612873
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.3,512,0.19062499701976776,32,0.0024902340956032276
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.3,2048,0.05517241358757019,58,0.0014648436335846782
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.3,512,0.1214953288435936,107,0.005664062686264515
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.3,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.3,512,1,128,0.03125
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.3,2048,0.91455078125,128,0.0270843505859375
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.3,2048,0.614501953125,128,0.0199432373046875
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.3,512,0.952392578125,128,0.028564453125
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.3,512,0.832763671875,128,0.0267486572265625
MoveToOrigin,{},128,0.0003,128,2,0.99,0.3,2048,0.9290403127670288,128,0.012876780703663826
MoveToOrigin,{},128,0.0003,128,2,0.99,0.3,512,0.9264731407165528,128,0.01301421131938696
MoveToOrigin,{},128,0.0003,32,2,0.99,0.3,2048,0.8751828670501709,128,0.012297011911869047
MoveToOrigin,{},128,0.0003,32,2,0.99,0.3,512,0.9038537740707396,128,0.009642516262829304
MoveToOrigin,{},128,0.0003,8,2,0.99,0.3,2048,0.5530468225479126,128,-0.0027983912732452154
MoveToOrigin,{},128,0.0003,8,2,0.99,0.3,512,0.8139393329620361,128,0.012794562615454195
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.3,2048,0.7916666865348816,24,0.00927734375
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.3,512,0.6666666865348816,21,0.0068359375
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.3,2048,0,9,0
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.3,512,0.7599999904632568,25,0.00927734375
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.3,2048,0,15,0
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.3,512,0.0625,16,0.00048828125
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.3,2048,2.307692289352417,13,0.0146484375
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.3,512,0.7692307829856873,26,0.009765625
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.3,2048,0.5,20,0.0048828125
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.3,512,0.5555555820465088,18,0.0048828125
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.3,2048,1.0526316165924072,19,0.009765625
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.3,512,0.7692307829856873,26,0.009765625
FloorIsLava,{},128,0.0003,128,2,0.99,0.3,2048,1,2048,1
FloorIsLava,{},128,0.0003,128,2,0.99,0.3,512,0.99951171875,2048,0.99951171875
FloorIsLava,{},128,0.0003,32,2,0.99,0.3,2048,0.5595703125,2048,0.5595703125
FloorIsLava,{},128,0.0003,32,2,0.99,0.3,512,0.99951171875,2048,0.99951171875
FloorIsLava,{},128,0.0003,8,2,0.99,0.3,2048,0.12255859375,2048,0.12255859375
FloorIsLava,{},128,0.0003,8,2,0.99,0.3,512,0.87158203125,2048,0.87158203125
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.3,2048,0.99951171875,2048,0.99951171875
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.3,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.3,2048,0.9179748296737672,128,0.05737343430519104
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.3,512,0.9515005350112916,128,0.05946877971291542
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.3,2048,0.7022491693496704,128,0.043890580534935
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.3,512,0.838062047958374,128,0.05237886309623718
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.3,2048,-0.8464717864990234,128,-0.05290447920560837
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.3,512,0.576400101184845,128,0.036025021225214005
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.3,2048,0.03333333507180214,30,0
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.3,512,0,36,0.00146484375
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.3,2048,0,45,0
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.3,512,0.021739130839705467,46,0.0009765625
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.3,2048,0.36666667461395264,30,0.005859375
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.3,512,0.02631578966975212,38,0
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.3,2048,0.15000000596046448,20,0.00146484375
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.3,512,0.25,12,0.001953125
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.3,2048,0,22,0.00146484375
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.3,512,0.1666666716337204,12,0.00146484375
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.3,2048,0.190476194024086,21,0.00146484375
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.3,512,0.25,16,0.00341796875
Xor,{},128,0.001,128,2,0.99,0.03,2048,1,2048,1
Xor,{},128,0.001,128,2,0.99,0.03,512,0.876953125,2048,0.876953125
Xor,{},128,0.001,32,2,0.99,0.03,2048,1,2048,1
Xor,{},128,0.001,32,2,0.99,0.03,512,1,2048,1
Xor,{},128,0.001,8,2,0.99,0.03,2048,0.8701171875,2048,0.8701171875
Xor,{},128,0.001,8,2,0.99,0.03,512,1,2048,1
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.03,2048,7.142857074737549,14,0.03857421875
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.03,512,2.7142856121063232,21,0.03271484375
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.03,2048,4.947368621826172,19,0.03955078125
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.03,512,5,18,0.03369140625
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.03,2048,2,19,0.02294921875
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.03,512,3.222222328186035,18,0.0390625
RockPaperScissors,{},128,0.001,128,2,0.99,0.03,2048,1.1201171875,2048,1.1201171875
RockPaperScissors,{},128,0.001,128,2,0.99,0.03,512,1.154296875,2048,1.154296875
RockPaperScissors,{},128,0.001,32,2,0.99,0.03,2048,0.98046875,2048,0.98046875
RockPaperScissors,{},128,0.001,32,2,0.99,0.03,512,1.1357421875,2048,1.1357421875
RockPaperScissors,{},128,0.001,8,2,0.99,0.03,2048,0.9609375,2048,0.9609375
RockPaperScissors,{},128,0.001,8,2,0.99,0.03,512,1.11328125,2048,1.11328125
Procgen:Plunder,{},128,0.001,128,2,0.99,0.03,2048,4,8,0.01025390625
Procgen:Plunder,{},128,0.001,128,2,0.99,0.03,512,5.599999904632568,5,0.017578125
Procgen:Plunder,{},128,0.001,32,2,0.99,0.03,2048,2.142857074737549,7,0.0146484375
Procgen:Plunder,{},128,0.001,32,2,0.99,0.03,512,3,11,0.0166015625
Procgen:Plunder,{},128,0.001,8,2,0.99,0.03,2048,2.5,10,0.01416015625
Procgen:Plunder,{},128,0.001,8,2,0.99,0.03,512,2.857142925262451,7,0.013671875
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.03,2048,0.8479328751564026,375,0.15526115894317627
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.03,2048,0.6492886543273926,505,0.16010291874408722
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.03,512,0.9657835364341736,346,0.16316460072994232
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.03,512,0.854958176612854,374,0.15613007545471191
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.03,2048,0.641261637210846,483,0.15123505890369415
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.03,512,0.6454313397407532,502,0.15820632874965668
NotHotdog,{},128,0.001,128,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.001,128,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.03,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.03,2048,0.36100003123283386,50,0.010229493491351604
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.03,512,0.4371795356273651,39,0.01005859486758709
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.03,2048,0.2428571581840515,63,0.0079345703125
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.03,512,0.4158537089824677,41,0.009814453311264517
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.03,2048,0.12068966031074524,174,0.010449218563735483
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.03,512,0.22012987732887268,77,0.00815429724752903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.03,2048,0.9571429491043092,21,0.011816405691206455
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.03,512,0.9750001430511476,36,0.013671874068677424
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.03,2048,0.8833334445953369,24,0.010595704428851604
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.03,512,0.9818183183670044,33,0.01381835900247097
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.03,2048,0.7222222685813904,18,0.006835938431322575
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.03,512,0.8684211373329163,19,0.00839843787252903
MultiArmedBandit,{},128,0.001,128,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,128,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,8,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,8,2,0.99,0.03,512,1,128,0.03125
MoveToOrigin,{},128,0.001,128,2,0.99,0.03,2048,0.9892224669456482,128,0.0022669374011456966
MoveToOrigin,{},128,0.001,128,2,0.99,0.03,512,0.9815310835838318,128,0.004545944277197123
MoveToOrigin,{},128,0.001,32,2,0.99,0.03,2048,0.97575181722641,128,0.0045026978477835655
MoveToOrigin,{},128,0.001,32,2,0.99,0.03,512,0.983909010887146,128,0.010561407543718817
MoveToOrigin,{},128,0.001,8,2,0.99,0.03,2048,0.9289068579673768,128,0.006837992928922176
MoveToOrigin,{},128,0.001,8,2,0.99,0.03,512,0.9584097266197203,128,0.003827447537332773
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.03,2048,0.8421052694320679,57,0.0234375
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.03,512,1,45,0.02197265625
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.03,2048,0.8181818127632141,55,0.02197265625
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.03,512,0.8305084705352783,59,0.02392578125
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.03,2048,0.125,8,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.03,512,0.0833333358168602,12,0.00048828125
Procgen:Leaper,{},128,0.001,128,2,0.99,0.03,2048,2.6086957454681396,23,0.029296875
Procgen:Leaper,{},128,0.001,128,2,0.99,0.03,512,2.592592477798462,27,0.0341796875
Procgen:Leaper,{},128,0.001,32,2,0.99,0.03,2048,1.3953487873077393,43,0.029296875
Procgen:Leaper,{},128,0.001,32,2,0.99,0.03,512,1.9354838132858276,31,0.029296875
Procgen:Leaper,{},128,0.001,8,2,0.99,0.03,2048,2.4390244483947754,41,0.048828125
Procgen:Leaper,{},128,0.001,8,2,0.99,0.03,512,2.941176414489746,34,0.048828125
FloorIsLava,{},128,0.001,128,2,0.99,0.03,2048,1,2048,1
FloorIsLava,{},128,0.001,128,2,0.99,0.03,512,1,2048,1
FloorIsLava,{},128,0.001,32,2,0.99,0.03,2048,0.99951171875,2048,0.99951171875
FloorIsLava,{},128,0.001,32,2,0.99,0.03,512,1,2048,1
FloorIsLava,{},128,0.001,8,2,0.99,0.03,2048,0.89697265625,2048,0.89697265625
FloorIsLava,{},128,0.001,8,2,0.99,0.03,512,0.857421875,2048,0.857421875
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,8,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,8,2,0.99,0.03,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.001,128,2,0.99,0.03,2048,0.9976390600204468,128,0.06235244497656822
CherryPick,"{""num_cherries"": 32}",128,0.001,128,2,0.99,0.03,512,0.99864399433136,128,0.0624152347445488
CherryPick,"{""num_cherries"": 32}",128,0.001,32,2,0.99,0.03,2048,0.99388986825943,128,0.062118131667375565
CherryPick,"{""num_cherries"": 32}",128,0.001,32,2,0.99,0.03,512,0.997874915599823,128,0.06236718595027923
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.03,2048,0.988322615623474,128,0.06177016347646713
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.03,512,0.9948357939720154,128,0.062177225947380066
Procgen:BossFight,{},128,0.001,128,2,0.99,0.03,2048,0.8125,16,0.0068359375
Procgen:BossFight,{},128,0.001,128,2,0.99,0.03,512,0.0416666679084301,24,0.00146484375
Procgen:BossFight,{},128,0.001,32,2,0.99,0.03,2048,0.0810810774564743,37,0
Procgen:BossFight,{},128,0.001,32,2,0.99,0.03,512,0.13333334028720856,30,0.001953125
Procgen:BossFight,{},128,0.001,8,2,0.99,0.03,2048,0,35,0.0009765625
Procgen:BossFight,{},128,0.001,8,2,0.99,0.03,512,0.71875,32,0.0107421875
Procgen:BigFish,{},128,0.001,128,2,0.99,0.03,2048,0.25,16,0.00146484375
Procgen:BigFish,{},128,0.001,128,2,0.99,0.03,512,0.523809552192688,21,0.00146484375
Procgen:BigFish,{},128,0.001,32,2,0.99,0.03,2048,0.3684210479259491,19,0.0009765625
Procgen:BigFish,{},128,0.001,32,2,0.99,0.03,512,0.4285714328289032,21,0.0078125
Procgen:BigFish,{},128,0.001,8,2,0.99,0.03,2048,0.21739129722118375,23,0.0009765625
Procgen:BigFish,{},128,0.001,8,2,0.99,0.03,512,0.27272728085517883,22,0.00048828125
Xor,{},128,0.001,128,2,0.99,0.1,2048,1,2048,1
Xor,{},128,0.001,128,2,0.99,0.1,512,0.75732421875,2048,0.75732421875
Xor,{},128,0.001,32,2,0.99,0.1,2048,1,2048,1
Xor,{},128,0.001,32,2,0.99,0.1,512,0.7431640625,2048,0.7431640625
Xor,{},128,0.001,8,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.001,8,2,0.99,0.1,2048,0.87353515625,2048,0.87353515625
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.1,2048,2.777777671813965,18,0.0302734375
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.1,512,3.238095283508301,21,0.03125
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.1,2048,2.526315689086914,19,0.0244140625
