task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,episodic_reward.mean,episodic_reward.count,reward.mean
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,3e-05,128,2,0.99,0.3,512,0.14761905372142792,42,0.0040527344681322575
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,3e-05,32,2,0.99,0.3,2048,0.0191489364951849,47,0.0005371094448491931
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,3e-05,32,2,0.99,0.3,512,0.0576271191239357,59,0.0019531252328306437
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,3e-05,8,2,0.99,0.3,2048,0.016326531767845154,98,0.0007324219332076609
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,3e-05,8,2,0.99,0.3,512,0.013333333656191826,75,0.0005859375232830644
MultiArmedBandit,{},128,3e-05,128,2,0.99,0.3,2048,0.793701171875,128,0.0251312255859375
MultiArmedBandit,{},128,3e-05,128,2,0.99,0.3,512,0.997314453125,128,0.031219482421875
MultiArmedBandit,{},128,3e-05,32,2,0.99,0.3,2048,0.706298828125,128,0.023101806640625
MultiArmedBandit,{},128,3e-05,32,2,0.99,0.3,512,0.835693359375,128,0.027008056640625
MultiArmedBandit,{},128,3e-05,8,2,0.99,0.3,2048,0.2509765625,128,0.0081024169921875
MultiArmedBandit,{},128,3e-05,8,2,0.99,0.3,512,0.558349609375,128,0.01739501953125
MoveToOrigin,{},128,3e-05,128,2,0.99,0.3,2048,0.8676150441169739,128,0.016516070812940598
MoveToOrigin,{},128,3e-05,128,2,0.99,0.3,512,0.9016221165657043,128,0.009388932958245276
MoveToOrigin,{},128,3e-05,32,2,0.99,0.3,2048,0.36826321482658386,128,-0.00023370981216430664
MoveToOrigin,{},128,3e-05,32,2,0.99,0.3,512,0.7148268222808838,128,0.0017310064285993576
MoveToOrigin,{},128,3e-05,8,2,0.99,0.3,2048,-0.18852435052394867,128,-0.0102638378739357
MoveToOrigin,{},128,3e-05,8,2,0.99,0.3,512,0.3265520930290222,128,0.004612226039171219
Minefield,"{""max_mines"": 10}",128,3e-05,128,2,0.99,0.3,2048,0.0833333358168602,12,0.00048828125
Minefield,"{""max_mines"": 10}",128,3e-05,128,2,0.99,0.3,512,0.1428571492433548,14,0.0009765625
Minefield,"{""max_mines"": 10}",128,3e-05,32,2,0.99,0.3,2048,0,11,0
Minefield,"{""max_mines"": 10}",128,3e-05,32,2,0.99,0.3,512,0,13,0
Minefield,"{""max_mines"": 10}",128,3e-05,8,2,0.99,0.3,2048,0,12,0
Minefield,"{""max_mines"": 10}",128,3e-05,8,2,0.99,0.3,512,0,18,0
Procgen:Leaper,{},128,3e-05,128,2,0.99,0.3,2048,1.4285714626312256,21,0.0146484375
Procgen:Leaper,{},128,3e-05,128,2,0.99,0.3,512,0.8333333134651184,12,0.0048828125
Procgen:Leaper,{},128,3e-05,32,2,0.99,0.3,2048,1.1111111640930176,18,0.009765625
Procgen:Leaper,{},128,3e-05,32,2,0.99,0.3,512,0,15,0
Procgen:Leaper,{},128,3e-05,8,2,0.99,0.3,2048,0,8,0
Procgen:Leaper,{},128,3e-05,8,2,0.99,0.3,512,0,13,0
FloorIsLava,{},128,3e-05,128,2,0.99,0.3,2048,0.1025390625,2048,0.1025390625
FloorIsLava,{},128,3e-05,128,2,0.99,0.3,512,0.1455078125,2048,0.1455078125
FloorIsLava,{},128,3e-05,32,2,0.99,0.3,2048,0.126953125,2048,0.126953125
FloorIsLava,{},128,3e-05,32,2,0.99,0.3,512,0.12109375,2048,0.12109375
FloorIsLava,{},128,3e-05,8,2,0.99,0.3,2048,0.12939453125,2048,0.12939453125
FloorIsLava,{},128,3e-05,8,2,0.99,0.3,512,0.12255859375,2048,0.12255859375
Count,"{""masked_choices"": 2}",128,3e-05,128,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,3e-05,128,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,3e-05,32,2,0.99,0.3,2048,0.8984375,2048,0.8984375
Count,"{""masked_choices"": 2}",128,3e-05,32,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,3e-05,8,2,0.99,0.3,2048,0.74267578125,2048,0.74267578125
Count,"{""masked_choices"": 2}",128,3e-05,8,2,0.99,0.3,512,0.783203125,2048,0.783203125
CherryPick,"{""num_cherries"": 32}",128,3e-05,128,2,0.99,0.3,2048,-0.30046436190605164,128,-0.018779011443257332
CherryPick,"{""num_cherries"": 32}",128,3e-05,128,2,0.99,0.3,512,0.8825569748878479,128,0.0551597997546196
CherryPick,"{""num_cherries"": 32}",128,3e-05,32,2,0.99,0.3,2048,-0.6534229516983032,128,-0.04083893820643425
CherryPick,"{""num_cherries"": 32}",128,3e-05,32,2,0.99,0.3,512,-0.23894011974334717,128,-0.014933757483959198
CherryPick,"{""num_cherries"": 32}",128,3e-05,8,2,0.99,0.3,2048,-5.508374214172363,128,-0.3442733883857727
CherryPick,"{""num_cherries"": 32}",128,3e-05,8,2,0.99,0.3,512,-0.7352237105369568,128,-0.0459514781832695
Procgen:BossFight,{},128,3e-05,128,2,0.99,0.3,2048,0,45,0.00048828125
Procgen:BossFight,{},128,3e-05,128,2,0.99,0.3,512,0.02777777798473835,36,0
Procgen:BossFight,{},128,3e-05,32,2,0.99,0.3,2048,0.022727273404598236,44,0
Procgen:BossFight,{},128,3e-05,32,2,0.99,0.3,512,0,46,0
Procgen:BossFight,{},128,3e-05,8,2,0.99,0.3,2048,0,43,0.00048828125
Procgen:BossFight,{},128,3e-05,8,2,0.99,0.3,512,0.036363635212183,55,0.00048828125
Procgen:BigFish,{},128,3e-05,128,2,0.99,0.3,2048,0.2857142984867096,14,0.00146484375
Procgen:BigFish,{},128,3e-05,32,2,0.99,0.3,2048,0.2857142984867096,14,0.001953125
Procgen:BigFish,{},128,3e-05,128,2,0.99,0.3,512,0.09090909361839294,22,0.00146484375
Procgen:BigFish,{},128,3e-05,32,2,0.99,0.3,512,0.1111111119389534,27,0.00146484375
Procgen:BigFish,{},128,3e-05,8,2,0.99,0.3,2048,0.20000000298023224,20,0.0009765625
Procgen:BigFish,{},128,3e-05,8,2,0.99,0.3,512,0.2222222238779068,18,0.00244140625
Xor,{},128,0.0001,128,2,0.99,0.03,2048,0.85498046875,2048,0.85498046875
Xor,{},128,0.0001,128,2,0.99,0.03,512,1,2048,1
Xor,{},128,0.0001,32,2,0.99,0.03,2048,0.4736328125,2048,0.4736328125
Xor,{},128,0.0001,32,2,0.99,0.03,512,1,2048,1
Xor,{},128,0.0001,8,2,0.99,0.03,2048,0.4892578125,2048,0.4892578125
Xor,{},128,0.0001,8,2,0.99,0.03,512,0.4931640625,2048,0.4931640625
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.03,2048,2.4210526943206787,19,0.021484375
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.03,512,5.2272725105285645,22,0.03271484375
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.03,2048,1.65217387676239,23,0.01416015625
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.03,512,2.5333333015441895,15,0.01171875
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.03,2048,1.3333333730697632,15,0.01318359375
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.03,512,1.1071428060531616,28,0.0185546875
RockPaperScissors,{},128,0.0001,128,2,0.99,0.03,2048,0.96875,2048,0.96875
RockPaperScissors,{},128,0.0001,128,2,0.99,0.03,512,1.103515625,2048,1.103515625
RockPaperScissors,{},128,0.0001,32,2,0.99,0.03,2048,1.021484375,2048,1.021484375
RockPaperScissors,{},128,0.0001,32,2,0.99,0.03,512,1.0087890625,2048,1.0087890625
RockPaperScissors,{},128,0.0001,8,2,0.99,0.03,2048,0.986328125,2048,0.986328125
RockPaperScissors,{},128,0.0001,8,2,0.99,0.03,512,1.0283203125,2048,1.0283203125
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.03,2048,1.399999976158142,5,0.01416015625
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.03,512,3.1111111640930176,9,0.0107421875
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.03,2048,2,7,0.00732421875
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.03,512,3.2857143878936768,7,0.01123046875
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.03,2048,2.25,4,0.0078125
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.03,512,2.1666667461395264,12,0.01220703125
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.03,2048,0.6362156271934509,489,0.15190893411636353
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.03,512,0.7775903344154358,412,0.15642930567264557
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.03,2048,0.629656970500946,496,0.15249505639076233
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.03,512,0.6397908926010132,498,0.15557415783405304
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.03,2048,0.6389719843864441,511,0.15943099558353424
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.03,512,0.6531497836112976,482,0.15371981263160706
NotHotdog,{},128,0.0001,128,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.0001,128,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.0001,8,2,0.99,0.03,2048,0.98779296875,2048,0.98779296875
NotHotdog,{},128,0.0001,8,2,0.99,0.03,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.03,2048,0.15033112466335297,151,0.012231445871293545
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.03,512,0.16153846681118011,143,0.011254883371293545
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.03,2048,0.011170213110744951,94,0.0005126953474245965
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.03,512,0.09856322407722472,174,0.00949707068502903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.03,2048,0.00541237136349082,194,0.0006347656599245965
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.03,512,0.00815602857619524,141,0.0005371094448491931
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.03,2048,0.8280000686645508,25,0.01044921949505806
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.03,512,0.8387097716331482,31,0.010058593936264517
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.03,2048,0.1825000047683716,120,0.011767578311264517
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.03,512,0.5609756708145142,41,0.009765625
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.03,2048,0.02045454643666744,44,0.00048828125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.03,512,0.046666666865348816,45,0.0009277344215661288
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.03,2048,0.999755859375,128,0.03125
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.03,2048,0.96630859375,128,0.0302734375
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.03,512,1,128,0.03125
MoveToOrigin,{},128,0.0001,128,2,0.99,0.03,2048,0.9849374890327454,128,0.0021522538736462593
MoveToOrigin,{},128,0.0001,128,2,0.99,0.03,512,0.9881646037101746,128,0.001965728122740984
MoveToOrigin,{},128,0.0001,32,2,0.99,0.03,2048,0.9445271492004396,128,0.001736076781526208
MoveToOrigin,{},128,0.0001,32,2,0.99,0.03,512,0.9776288866996764,128,0.00423733564093709
MoveToOrigin,{},128,0.0001,8,2,0.99,0.03,2048,0.2472735047340393,128,-0.006024520378559828
MoveToOrigin,{},128,0.0001,8,2,0.99,0.03,512,0.8599693775177002,128,0.0028357352130115032
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.03,2048,0.8775510191917419,49,0.02099609375
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.03,512,0.8292682766914368,41,0.0166015625
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.03,2048,0,11,0
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.03,512,0.07692307978868484,13,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.03,2048,0,9,0
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.03,512,0,11,0
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.03,2048,1.0810810327529907,37,0.01953125
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.03,512,1.3513513803482056,37,0.0244140625
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.03,2048,1.1904761791229248,42,0.0244140625
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.03,512,2.068965435028076,29,0.029296875
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.03,2048,0,20,0
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.03,512,1.1764706373214722,51,0.029296875
FloorIsLava,{},128,0.0001,128,2,0.99,0.03,512,0.99951171875,2048,0.99951171875
FloorIsLava,{},128,0.0001,128,2,0.99,0.03,2048,0.96826171875,2048,0.96826171875
FloorIsLava,{},128,0.0001,32,2,0.99,0.03,2048,0.13232421875,2048,0.13232421875
FloorIsLava,{},128,0.0001,32,2,0.99,0.03,512,0.99267578125,2048,0.99267578125
FloorIsLava,{},128,0.0001,8,2,0.99,0.03,2048,0.119140625,2048,0.119140625
FloorIsLava,{},128,0.0001,8,2,0.99,0.03,512,0.1328125,2048,0.1328125
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.03,2048,0.8447265625,2048,0.8447265625
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.03,512,0.99951171875,2048,0.99951171875
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.03,2048,0.9973631501197816,128,0.06233517453074455
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.03,512,0.9978876709938048,128,0.06236797571182251
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.03,2048,0.9718997478485109,128,0.060743752866983414
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.03,512,0.9929423332214355,128,0.06205892562866211
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.03,2048,0.7799026966094971,128,0.048743922263383865
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.03,512,0.9282612800598145,128,0.05801631510257721
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.03,2048,0.5,30,0.00634765625
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.03,512,0.3142857253551483,35,0.0068359375
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.03,2048,0.03448275849223137,29,0.00048828125
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.03,512,0.7666666507720947,30,0.01220703125
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.03,2048,0,51,0.00048828125
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.03,512,0.10526315867900848,19,0.00146484375
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.03,2048,0,15,0.001953125
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.03,512,0.3636363744735718,22,0.00244140625
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.03,2048,0.05882352963089943,17,0.00048828125
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.03,512,0.1428571492433548,14,0.0009765625
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.03,2048,0,16,0.00244140625
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.03,512,0.05263157933950424,19,0.0009765625
Xor,{},128,0.0001,128,2,0.99,0.1,2048,1,2048,1
Xor,{},128,0.0001,32,2,0.99,0.1,2048,0.49951171875,2048,0.49951171875
Xor,{},128,0.0001,128,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.0001,32,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.0001,8,2,0.99,0.1,2048,0.49072265625,2048,0.49072265625
Xor,{},128,0.0001,8,2,0.99,0.1,512,0.50146484375,2048,0.50146484375
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.1,2048,1.100000023841858,20,0.0126953125
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.1,512,3,11,0.02783203125
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.1,2048,1.476190447807312,21,0.013671875
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.1,512,2,20,0.0205078125
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.1,2048,1.3333333730697632,21,0.009765625
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.1,512,0.8148148059844971,27,0.0126953125
RockPaperScissors,{},128,0.0001,128,2,0.99,0.1,2048,1.1357421875,2048,1.1357421875
RockPaperScissors,{},128,0.0001,128,2,0.99,0.1,512,1.1435546875,2048,1.1435546875
RockPaperScissors,{},128,0.0001,32,2,0.99,0.1,2048,0.986328125,2048,0.986328125
RockPaperScissors,{},128,0.0001,32,2,0.99,0.1,512,1.1005859375,2048,1.1005859375
RockPaperScissors,{},128,0.0001,8,2,0.99,0.1,2048,1.001953125,2048,1.001953125
RockPaperScissors,{},128,0.0001,8,2,0.99,0.1,512,1.0478515625,2048,1.0478515625
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.1,2048,4.25,4,0.01513671875
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.1,512,2.6666667461395264,6,0.0107421875
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.1,2048,1.7999999523162842,5,0.0126953125
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.1,512,4,9,0.0107421875
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.1,2048,3.25,8,0.0078125
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.1,512,1.8333333730697632,6,0.01416015625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.1,2048,0.6691303253173828,479,0.1565007120370865
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.1,512,0.6239884495735168,498,0.15173156559467316
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.1,2048,0.6247439980506897,488,0.14886479079723358
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.1,512,0.8475888967514038,390,0.16140608489513397
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.1,2048,0.6222267150878906,485,0.14735350012779236
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.1,512,0.613161027431488,493,0.14760173857212067
NotHotdog,{},128,0.0001,128,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.0001,128,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.0001,8,2,0.99,0.1,2048,0.986328125,2048,0.986328125
NotHotdog,{},128,0.0001,8,2,0.99,0.1,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.1,2048,0.082159623503685,213,0.00803222693502903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.1,512,0.058571431785821915,70,0.0018554687267169356
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.1,2048,0.011148649267852306,148,0.0008544921292923391
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.1,512,0.08050847798585892,236,0.009228515438735483
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.1,2048,0.00707762548699975,219,0.0008300781482830644
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.1,512,0.007062146905809641,177,0.0006347656017169356
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.1,2048,0.7806452512741089,31,0.01035156287252903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.1,512,0.6142857670783997,35,0.0126953125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.1,2048,0.19333334267139435,120,0.011816407553851604
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.1,512,0.596428632736206,28,0.011083983816206455
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.1,2048,0.017391305416822433,46,0.0004394531424622983
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.1,512,0.06000000238418579,40,0.001171874930150807
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.1,2048,0.9990234375,128,0.03125
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.1,2048,0.9169921875,128,0.0287017822265625
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.1,512,0.955322265625,128,0.030303955078125
MoveToOrigin,{},128,0.0001,128,2,0.99,0.1,2048,0.9674954414367676,128,0.0030934906098991632
MoveToOrigin,{},128,0.0001,128,2,0.99,0.1,512,0.9802610278129578,128,0.0037564863450825214
MoveToOrigin,{},128,0.0001,32,2,0.99,0.1,2048,0.8942186236381531,128,0.001175382174551487
MoveToOrigin,{},128,0.0001,32,2,0.99,0.1,512,0.933659851551056,128,0.00532738259062171
MoveToOrigin,{},128,0.0001,8,2,0.99,0.1,2048,0.3014155328273773,128,-0.0019500141497701409
MoveToOrigin,{},128,0.0001,8,2,0.99,0.1,512,0.7453609704971313,128,-0.0018551961984485388
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.1,2048,0.7872340679168701,47,0.01806640625
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.1,512,0.949999988079071,40,0.0185546875
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.1,2048,0.0714285746216774,14,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.1,512,0,11,0
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.1,2048,0.09090909361839294,11,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.1,512,0,15,0
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.1,2048,2.2727272510528564,22,0.0244140625
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.1,512,0.800000011920929,25,0.009765625
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.1,2048,1.923076868057251,26,0.0244140625
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.1,512,1.2903225421905518,31,0.01953125
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.1,2048,2.142857074737549,28,0.029296875
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.1,512,1.25,32,0.01953125
FloorIsLava,{},128,0.0001,128,2,0.99,0.1,2048,0.8984375,2048,0.8984375
FloorIsLava,{},128,0.0001,128,2,0.99,0.1,512,0.99951171875,2048,0.99951171875
FloorIsLava,{},128,0.0001,32,2,0.99,0.1,2048,0.1298828125,2048,0.1298828125
FloorIsLava,{},128,0.0001,32,2,0.99,0.1,512,0.51123046875,2048,0.51123046875
FloorIsLava,{},128,0.0001,8,2,0.99,0.1,2048,0.130859375,2048,0.130859375
FloorIsLava,{},128,0.0001,8,2,0.99,0.1,512,0.12060546875,2048,0.12060546875
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.1,2048,0.888671875,2048,0.888671875
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.1,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.1,2048,0.9829033613204956,128,0.061431482434272766
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.1,512,0.9888536930084229,128,0.061803363263607025
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.1,2048,0.8044465184211731,128,0.05027788504958153
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.1,512,0.9762505292892456,128,0.06101565062999725
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.1,2048,0.5472162961959839,128,0.03420102223753929
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.1,512,0.8431649208068848,128,0.052697815001010895
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.1,2048,0.4444444477558136,27,0.00634765625
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.1,512,0.31578946113586426,38,0.00634765625
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.1,2048,0.06666667014360428,30,0.00048828125
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.1,512,0.043478261679410934,23,0.0009765625
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.1,2048,0,40,0.00048828125
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.1,512,0.1764705926179886,34,0.00146484375
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.1,2048,0.08695652335882187,23,0.001953125
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.1,512,0,15,0.00244140625
